what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493046500952
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046511132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046511344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046511544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046511710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046511870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046512040
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1493046512190
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493046512683
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493046514641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046520462
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046520670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046521238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046521451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046521650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046521803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046521978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046522161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046522325
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046523005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046528148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493046528344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493046534337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493046547336
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493046552308
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493046552310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493046552545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493046553115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493046558559
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493046700218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493046700334
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493046700348
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493046701346
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493046703603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048476899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1493048479012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048485206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048485241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048486601
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1493048486634
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1493048486634
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048491673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048491710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048493644
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1493048493674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1493048493674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048495978
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493048508071
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493048508106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048508351
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493048508360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048510239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048522648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048529422
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1493048534543
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1493048534559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048534582
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493048534589
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1493048536897
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493048568087
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493048571316
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493048574994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048597171
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048598847
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493048613386
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493048615451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493048618303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048619040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048620608
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493048628496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493058999164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059000129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059001858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059003850
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059006279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059006337
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059010303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059012127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059013180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059013397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059015063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059015354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059025960
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493059027247
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059034412
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493059059625
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059065351
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059065383
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493059105484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059116358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059391806
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059391821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059393673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059396414
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059465067
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059465100
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493059489889
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059501849
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059503401
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059504043
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059509183
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059509913
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059525803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059531299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059531729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059534885
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493059544979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059546538
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059546781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059547736
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493059584143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060023752
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493060036241
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060038476
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060166539
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060168535
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493060178128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060192321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060192565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060193986
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060294232
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060305363
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060305950
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493060326168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060328015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060328260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060329381
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1493060349745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060358446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060358699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060359671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493060382975
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493060383859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060388835
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060401094
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060401128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060401405
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493060401415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060409145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060907515
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060913499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060916238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493060941962
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1493060950945
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060951020
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493060962208
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1493060963679
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1493060964774
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493060965066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061007683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061016702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061026882
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061032316
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493061081681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061090307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061143414
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1493061177203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493061184638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061187293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061187414
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493061187421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061188499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061189961
error,log,,,"The program file specified in the launch configuration does not exist",1493061189997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061190040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061191077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493061207117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061215875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061217106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493061225503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493061260825
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1493061271751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061272841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061273422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1493061276670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061279821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061280942
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1493061283646
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1493061298384
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1493061302601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061307697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493061364537
